frame,player_id,speed
0,1,8.987490678653458
0,2,1.8787931879774291
0,3,7.5651252534394295
0,4,0.8436377659564531
0,5,0.41066262360631606
0,6,3.0706821796721107
0,7,3.891709513747884
0,8,15.982603505430314
0,9,25.980748492965592
0,10,0.40103559940269806
0,11,4.453983696182303
0,12,0.27758944249461653
0,13,4.486577570476179
0,14,1.1914355090007553
0,16,0.29934852234340376
0,18,5.765766408407357
0,19,7.1415475726483075
0,21,0.630010986328125
0,22,5.999607533182121
1,1,8.987490678653458
1,2,1.8787931879774291
1,3,7.5651252534394295
1,4,0.8436377659564531
1,6,3.0706821796721107
1,5,0.41066262360631606
1,7,3.891709513747884
1,8,15.982603505430314
1,9,25.980748492965592
1,10,0.40103559940269806
1,11,4.453983696182303
1,12,0.27758944249461653
1,13,4.486577570476179
1,14,1.1914355090007553
1,16,0.29934852234340376
1,18,5.765766408407357
1,19,7.1415475726483075
1,21,0.630010986328125
1,22,5.999607533182121
2,7,3.891709513747884
2,3,7.5651252534394295
2,2,1.8787931879774291
2,8,15.982603505430314
2,4,0.8436377659564531
2,6,3.0706821796721107
2,5,0.41066262360631606
2,1,8.987490678653458
2,10,0.40103559940269806
2,9,25.980748492965592
2,12,0.27758944249461653
2,14,1.1914355090007553
2,11,4.453983696182303
2,13,4.486577570476179
2,16,0.29934852234340376
2,18,5.765766408407357
2,19,7.1415475726483075
2,21,0.630010986328125
2,22,5.999607533182121
3,2,1.8787931879774291
3,4,0.8436377659564531
3,8,15.982603505430314
3,3,7.5651252534394295
3,5,0.41066262360631606
3,9,25.980748492965592
3,6,3.0706821796721107
3,10,0.40103559940269806
3,1,8.987490678653458
3,12,0.27758944249461653
3,7,3.891709513747884
3,11,4.453983696182303
3,13,4.486577570476179
3,14,1.1914355090007553
3,16,0.29934852234340376
3,18,5.765766408407357
3,19,7.1415475726483075
3,21,0.630010986328125
3,22,5.999607533182121
4,4,0.8436377659564531
4,3,7.5651252534394295
4,2,1.8787931879774291
4,5,0.41066262360631606
4,6,3.0706821796721107
4,9,25.980748492965592
4,10,0.40103559940269806
4,11,4.453983696182303
4,12,0.27758944249461653
4,7,3.891709513747884
4,14,1.1914355090007553
4,1,8.987490678653458
4,13,4.486577570476179
4,8,15.982603505430314
4,18,5.765766408407357
4,16,0.29934852234340376
4,19,7.1415475726483075
4,21,0.630010986328125
4,22,5.999607533182121
5,6,3.0063592495371787
5,5,0.7278734925490908
5,2,3.2690819210949935
5,11,4.5832202664223685
5,8,30.00699082765484
5,12,0.1989362105439769
5,4,1.2305144393408285
5,10,0.4915366359965633
5,7,5.6412872602225566
5,9,33.64224048831095
5,3,13.928692439353444
5,13,6.5107458986795095
5,1,14.831768939650491
5,18,7.862154083837778
5,14,0.7312926498319602
5,25,2.1257578489470266
5,16,0.4885296454554604
5,19,20.97789034921606
5,21,19.175571848951485
6,5,0.7278734925490908
6,7,5.6412872602225566
6,11,4.5832202664223685
6,6,3.0063592495371787
6,2,3.2690819210949935
6,10,0.4915366359965633
6,8,30.00699082765484
6,4,1.2305144393408285
6,12,0.1989362105439769
6,9,33.64224048831095
6,14,0.7312926498319602
6,3,13.928692439353444
6,18,7.862154083837778
6,1,14.831768939650491
6,25,2.1257578489470266
6,13,6.5107458986795095
6,16,0.4885296454554604
6,21,19.175571848951485
6,19,20.97789034921606
7,8,30.00699082765484
7,5,0.7278734925490908
7,1,14.831768939650491
7,2,3.2690819210949935
7,10,0.4915366359965633
7,7,5.6412872602225566
7,11,4.5832202664223685
7,6,3.0063592495371787
7,9,33.64224048831095
7,4,1.2305144393408285
7,12,0.1989362105439769
7,3,13.928692439353444
7,14,0.7312926498319602
7,18,7.862154083837778
7,13,6.5107458986795095
7,25,2.1257578489470266
7,19,20.97789034921606
7,16,0.4885296454554604
7,21,19.175571848951485
8,8,30.00699082765484
8,5,0.7278734925490908
8,1,14.831768939650491
8,7,5.6412872602225566
8,6,3.0063592495371787
8,2,3.2690819210949935
8,10,0.4915366359965633
8,3,13.928692439353444
8,18,7.862154083837778
8,4,1.2305144393408285
8,11,4.5832202664223685
8,14,0.7312926498319602
8,12,0.1989362105439769
8,9,33.64224048831095
8,13,6.5107458986795095
8,25,2.1257578489470266
8,16,0.4885296454554604
8,21,19.175571848951485
9,1,14.831768939650491
9,3,13.928692439353444
9,5,0.7278734925490908
9,8,30.00699082765484
9,6,3.0063592495371787
9,10,0.4915366359965633
9,2,3.2690819210949935
9,11,4.5832202664223685
9,4,1.2305144393408285
9,12,0.1989362105439769
9,13,6.5107458986795095
9,14,0.7312926498319602
9,9,33.64224048831095
9,7,5.6412872602225566
9,25,2.1257578489470266
9,19,20.97789034921606
9,18,7.862154083837778
9,16,0.4885296454554604
9,21,19.175571848951485
10,3,17.54412484320619
10,5,1.8227040526964238
10,6,2.775783426491488
10,4,1.322869887648473
10,13,5.312126488921546
10,10,0.8388242293288285
10,14,1.2706866417366383
10,8,36.54217205325655
